,Unnamed: 0,content,final_text,token,stop_review,stem_review,prepos_text,polarity_score,polarity
830,980,polemik ppn  untuk makan siang gratis yuk ikuti fgd ,polemik ppn untuk makan siang gratis ayo ikuti fgd,"['polemik', 'ppn', 'makan', 'siang', 'gratis', 'ayo', 'ikuti', 'fgd']","['polemik', 'ppn', 'makan', 'siang', 'gratis', 'ayo', 'ikuti', 'fgd']",polemik ppn makan siang gratis ayo ikut fgd,"['polemik', 'ppn', 'makan', 'siang', 'gratis', 'ayo', 'ikut', 'fgd']",8,1
831,981, tapi beli ciomy kena ppn   ,tapi beli ciomy kena ppn,"['beli', 'ciomy', 'kena', 'ppn']","['beli', 'ciomy', 'kena', 'ppn']",beli ciomy kena ppn,"['beli', 'ciomy', 'kena', 'ppn']",-4,0
832,982,kenapa    aku amati negara ini ngotot bgt ppn  dilaksanakan sampe instansi  staffnya lulusan sekolah khusus bikin statement aneh bin bodoh begini,kenapa aku amati negara ini ngotot banget ppn dilaksanakan sampai instansi staffnya lulusan sekolah khusus bikin statement aneh bin bodoh begini,"['amati', 'negara', 'ngotot', 'banget', 'ppn', 'dilaksanakan', 'instansi', 'staffnya', 'lulusan', 'sekolah', 'khusus', 'bikin', 'statement', 'aneh', 'bin', 'bodoh']","['amati', 'negara', 'ngotot', 'banget', 'ppn', 'dilaksanakan', 'instansi', 'staffnya', 'lulusan', 'sekolah', 'khusus', 'bikin', 'statement', 'aneh', 'bin', 'bodoh']",amat negara ngotot banget ppn laksana instansi staffnya lulus sekolah khusus bikin statement aneh bin bodoh,"['amat', 'negara', 'ngotot', 'banget', 'ppn', 'laksana', 'instansi', 'staffnya', 'lulus', 'sekolah', 'khusus', 'bikin', 'statement', 'aneh', 'bin', 'bodoh']",6,1
833,983,  aku kek baca dmn  buzzer kaya gini tuh ada grup cht nya sehari dia bisa dpt fee  buzzer nya tuh  suruh kek seolah olah warga indo tuh hrs bnr pro tehadap kenaikan ppn  itu,aku seperti baca dimana buzzer kayak begini tuh ada grup cht nya sehari dia bisa dapat fee buzzer nya tuh suruh seperti seolah olah warga indo tuh harus benar pro tehadap kenaikan ppn itu,"['baca', 'dimana', 'buzzer', 'kayak', 'tuh', 'grup', 'cht', 'nya', 'sehari', 'fee', 'buzzer', 'nya', 'tuh', 'suruh', 'olah', 'warga', 'indo', 'tuh', 'pro', 'tehadap', 'kenaikan', 'ppn']","['baca', 'dimana', 'buzzer', 'kayak', 'tuh', 'grup', 'cht', 'nya', 'sehari', 'fee', 'buzzer', 'nya', 'tuh', 'suruh', 'olah', 'warga', 'indo', 'tuh', 'pro', 'tehadap', 'kenaikan', 'ppn']",baca mana buzzer kayak tuh grup cht nya hari fee buzzer nya tuh suruh olah warga indo tuh pro tehadap naik ppn,"['baca', 'mana', 'buzzer', 'kayak', 'tuh', 'grup', 'cht', 'nya', 'hari', 'fee', 'buzzer', 'nya', 'tuh', 'suruh', 'olah', 'warga', 'indo', 'tuh', 'pro', 'tehadap', 'naik', 'ppn']",-9,0
834,984, yemen negara paling korupsi ppn  ,yemen negara paling korupsi ppn,"['yemen', 'negara', 'korupsi', 'ppn']","['yemen', 'negara', 'korupsi', 'ppn']",yen negara korupsi ppn,"['yen', 'negara', 'korupsi', 'ppn']",-4,0
835,986,pengeen subscribe bubble kompil  keinget ppn  ,pengeen subscribe bubble kompil keinget ppn,"['pengeen', 'subscribe', 'bubble', 'kompil', 'keinget', 'ppn']","['pengeen', 'subscribe', 'bubble', 'kompil', 'keinget', 'ppn']",pengeen subscribe bubble kompil keinget ppn,"['pengeen', 'subscribe', 'bubble', 'kompil', 'keinget', 'ppn']",-2,0
836,987, misal ambil   berapa bersihnya  dterima setelah dikurangi administrasi dan ppn  ,misal ambil berapa bersihnya dterima setelah dikurangi administrasi dan ppn,"['ambil', 'bersihnya', 'dterima', 'dikurangi', 'administrasi', 'ppn']","['ambil', 'bersihnya', 'dterima', 'dikurangi', 'administrasi', 'ppn']",ambil bersih dterima rang administrasi ppn,"['ambil', 'bersih', 'dterima', 'rang', 'administrasi', 'ppn']",-8,0
837,989, kalau kalian pakai alasan ini untuk membenarkan ppn  colok juga mata anda karena aku tau bukan ini yang kalian inginkan ppn dinaikkan tapi kok penerimaan pajak malah turun konsekuensi mengkontrol manusia yang memiliki akal budi amp kehendak untuk melawan ,kalau kalian pakai alasan ini untuk membenarkan ppn colok juga mata anda karena aku tahu bukan ini yang kalian inginkan ppn dinaikkan tapi kok penerimaan pajak bahkan turun konsekuensi mengkontrol manusia yang memiliki akal budi amp kehendak untuk melawan,"['pakai', 'alasan', 'membenarkan', 'ppn', 'colok', 'mata', 'ppn', 'dinaikkan', 'penerimaan', 'pajak', 'turun', 'konsekuensi', 'mengkontrol', 'manusia', 'memiliki', 'akal', 'budi', 'amp', 'kehendak', 'melawan']","['pakai', 'alasan', 'membenarkan', 'ppn', 'colok', 'mata', 'ppn', 'dinaikkan', 'penerimaan', 'pajak', 'turun', 'konsekuensi', 'mengkontrol', 'manusia', 'memiliki', 'akal', 'budi', 'amp', 'kehendak', 'melawan']",pakai alas benar ppn colok mata ppn naik terima pajak turun konsekuensi kontrol manusia milik akal budi amp hendak lawan,"['pakai', 'alas', 'benar', 'ppn', 'colok', 'mata', 'ppn', 'naik', 'terima', 'pajak', 'turun', 'konsekuensi', 'kontrol', 'manusia', 'milik', 'akal', 'budi', 'amp', 'hendak', 'lawan']",-9,0
838,990, hmm pajak ppn  ,hmm pajak ppn,"['hmm', 'pajak', 'ppn']","['hmm', 'pajak', 'ppn']",hmm pajak ppn,"['hmm', 'pajak', 'ppn']",-3,0
839,991,tapi ppn  naikkin   dan masih banyak  underpaid sedih bgt  sih,tapi ppn naikkin dan masih banyak underpaid sedih banget sih,"['ppn', 'naikkin', 'underpaid', 'sedih', 'banget', 'sih']","['ppn', 'naikkin', 'underpaid', 'sedih', 'banget', 'sih']",ppn naikkin underpaid sedih banget sih,"['ppn', 'naikkin', 'underpaid', 'sedih', 'banget', 'sih']",-4,0
840,992,cintaku  kamu sekarang cuma  soalnya  nya kena ppn,cintaku kamu sekarang cuma soalnya nya kena ppn,"['cintaku', 'nya', 'kena', 'ppn']","['cintaku', 'nya', 'kena', 'ppn']",cinta nya kena ppn,"['cinta', 'nya', 'kena', 'ppn']",-1,0
841,993, iya soale mendengar aspirasi rakyat mengeluhkan ppn  akhirnya direspon sama mui dan mui menyuruh presiden untuk menunda,iya soalnya mendengar aspirasi rakyat mengeluhkan ppn akhirnya direspons sama mui dan mui menyuruh presiden untuk menunda,"['iya', 'mendengar', 'aspirasi', 'rakyat', 'mengeluhkan', 'ppn', 'direspons', 'mui', 'mui', 'menyuruh', 'presiden', 'menunda']","['iya', 'mendengar', 'aspirasi', 'rakyat', 'mengeluhkan', 'ppn', 'direspons', 'mui', 'mui', 'menyuruh', 'presiden', 'menunda']",iya dengar aspirasi rakyat keluh ppn respons mui mui suruh presiden tunda,"['iya', 'dengar', 'aspirasi', 'rakyat', 'keluh', 'ppn', 'respons', 'mui', 'mui', 'suruh', 'presiden', 'tunda']",6,1
842,994, betul biar gak usah lewat becuk dan ppn  ,betul biar tidak usah lewat becuk dan ppn,"['biar', 'becuk', 'ppn']","['biar', 'becuk', 'ppn']",biar becuk ppn,"['biar', 'becuk', 'ppn']",-2,0
843,995,terima kasih infonya ini bukti kalau kenaikan ppn  mencekik rakyat berbohong apakah temen  juga mengalami hal serupa yuk ramaikan ,terima kasih informasinya ini bukti kalau kenaikan ppn mencekik rakyat berbohong apakah teman juga mengalami hal serupa ayo ramaikan,"['terima', 'kasih', 'informasinya', 'bukti', 'kenaikan', 'ppn', 'mencekik', 'rakyat', 'berbohong', 'teman', 'mengalami', 'ayo', 'ramaikan']","['terima', 'kasih', 'informasinya', 'bukti', 'kenaikan', 'ppn', 'mencekik', 'rakyat', 'berbohong', 'teman', 'mengalami', 'ayo', 'ramaikan']",terima kasih informasi bukti naik ppn cekik rakyat bohong teman alami ayo ramai,"['terima', 'kasih', 'informasi', 'bukti', 'naik', 'ppn', 'cekik', 'rakyat', 'bohong', 'teman', 'alami', 'ayo', 'ramai']",-6,0
844,996,yemen most corrupt country harvey moeis sandra dewi tambang timah nikita willy tarra budiman caca tengker ppn  ,yemen most corrupt country harvey moeis sandra dewi tambang timah nikita willy tarra budiman caca tengker ppn,"['yemen', 'most', 'corrupt', 'country', 'harvey', 'moeis', 'sandra', 'dewi', 'tambang', 'timah', 'nikita', 'willy', 'tarra', 'budiman', 'caca', 'tengker', 'ppn']","['yemen', 'most', 'corrupt', 'country', 'harvey', 'moeis', 'sandra', 'dewi', 'tambang', 'timah', 'nikita', 'willy', 'tarra', 'budiman', 'caca', 'tengker', 'ppn']",yen most corrupt country harvey moeis sandra dewi tambang timah nikita willy tarra budiman caca tengker ppn,"['yen', 'most', 'corrupt', 'country', 'harvey', 'moeis', 'sandra', 'dewi', 'tambang', 'timah', 'nikita', 'willy', 'tarra', 'budiman', 'caca', 'tengker', 'ppn']",4,1
845,997,mantub terimakasih ppn  kamu sudah membuat gerakan anti consumerism ini semakin kuat semoga dampak terhadap pengurangan limbah over produksi emisi industri amp indirect semakin tampak ,mantub terima kasih ppn kamu sudah membuat gerakan anti consumerism ini semakin kuat semoga dampak terhadap pengurangan limbah over produksi emisi industri amp indirect semakin tampak,"['mantub', 'terima', 'kasih', 'ppn', 'gerakan', 'anti', 'consumerism', 'kuat', 'semoga', 'dampak', 'pengurangan', 'limbah', 'over', 'produksi', 'emisi', 'industri', 'amp', 'indirect']","['mantub', 'terima', 'kasih', 'ppn', 'gerakan', 'anti', 'consumerism', 'kuat', 'semoga', 'dampak', 'pengurangan', 'limbah', 'over', 'produksi', 'emisi', 'industri', 'amp', 'indirect']",mantub terima kasih ppn gera anti consumerism kuat moga dampak kurang limbah over produksi emisi industri amp indirect,"['mantub', 'terima', 'kasih', 'ppn', 'gera', 'anti', 'consumerism', 'kuat', 'moga', 'dampak', 'kurang', 'limbah', 'over', 'produksi', 'emisi', 'industri', 'amp', 'indirect']",-5,0
846,998,  ada brifing bahas ppn  ,ada brifing bahas ppn,"['brifing', 'bahas', 'ppn']","['brifing', 'bahas', 'ppn']",brifing bahas ppn,"['brifing', 'bahas', 'ppn']",2,1
847,999, ppn  terus harga tiket paling mahal juga masih aja  ,ppn terus harga tiket paling mahal juga masih saja,"['ppn', 'harga', 'tiket', 'mahal']","['ppn', 'harga', 'tiket', 'mahal']",ppn harga tiket mahal,"['ppn', 'harga', 'tiket', 'mahal']",4,1
848,1001,jadi rakyat indonesia capek banget  gilaa udah dipalak ppn  korup itu  vonis cuma  thn capek capekk indonesia makin ruwed awur ,jadi rakyat indonesia capek banget gila sudah dipalak ppn korup itu vonis cuma tahun capek capekk indonesia makin ruwed awur,"['rakyat', 'indonesia', 'capek', 'banget', 'gila', 'dipalak', 'ppn', 'korup', 'vonis', 'capek', 'capekk', 'indonesia', 'ruwed', 'awur']","['rakyat', 'indonesia', 'capek', 'banget', 'gila', 'dipalak', 'ppn', 'korup', 'vonis', 'capek', 'capekk', 'indonesia', 'ruwed', 'awur']",rakyat indonesia capek banget gila palak ppn korup vonis capek capekk indonesia ruwed awur,"['rakyat', 'indonesia', 'capek', 'banget', 'gila', 'palak', 'ppn', 'korup', 'vonis', 'capek', 'capekk', 'indonesia', 'ruwed', 'awur']",-10,0
849,1002,termasuk murah juga cuma kena biaya admin  kalo misal ngambil promo korupsi yang    vonis hukuman  tahun tapi bisa dapat gratis ppn  sama gratis bpjs seumur hidup  masih lumayan menang banyak juga sisa hasilnya korupsinya ,termasuk murah juga cuma kena biaya admin kalau misal mengambil promo korupsi yang vonis hukuman tahun tapi bisa dapat gratis ppn sama gratis bpjs seumur hidup masih lumayan menang banyak juga sisa hasilnya korupsinya,"['murah', 'kena', 'biaya', 'admin', 'mengambil', 'promo', 'korupsi', 'vonis', 'hukuman', 'gratis', 'ppn', 'gratis', 'bpjs', 'seumur', 'hidup', 'lumayan', 'menang', 'sisa', 'hasilnya', 'korupsinya']","['murah', 'kena', 'biaya', 'admin', 'mengambil', 'promo', 'korupsi', 'vonis', 'hukuman', 'gratis', 'ppn', 'gratis', 'bpjs', 'seumur', 'hidup', 'lumayan', 'menang', 'sisa', 'hasilnya', 'korupsinya']",murah kena biaya admin ambil promo korupsi vonis hukum gratis ppn gratis bpjs umur hidup lumayan menang sisa hasil korupsi,"['murah', 'kena', 'biaya', 'admin', 'ambil', 'promo', 'korupsi', 'vonis', 'hukum', 'gratis', 'ppn', 'gratis', 'bpjs', 'umur', 'hidup', 'lumayan', 'menang', 'sisa', 'hasil', 'korupsi']",-7,0
850,1003,berarti menurut ppn  itu bukan kabar gembira uwoww ,berarti menurut ppn itu bukan kabar gembira uwoww,"['ppn', 'kabar', 'gembira', 'uwoww']","['ppn', 'kabar', 'gembira', 'uwoww']",ppn kabar gembira uwoww,"['ppn', 'kabar', 'gembira', 'uwoww']",1,1
851,1004, semua dilimpahkan  megawati dan pdip termasuk  baru ppn  ,semua dilimpahkan megawati dan pdip termasuk baru ppn,"['dilimpahkan', 'megawati', 'pdip', 'ppn']","['dilimpahkan', 'megawati', 'pdip', 'ppn']",limpah megawati pdip ppn,"['limpah', 'megawati', 'pdip', 'ppn']",1,1
852,1005, kalau terang terangan nanti dikenain ppn  ,kalau terang terangan nanti dikenain ppn,"['terang', 'terangan', 'dikenain', 'ppn']","['terang', 'terangan', 'dikenain', 'ppn']",terang terang dikenain ppn,"['terang', 'terang', 'dikenain', 'ppn']",-2,0
853,1006,rame dah rakyat diperas ppn  untuk program makan siang gratis  tendernya rusuh begini haluu gimana rakyat mau percayakan duit pajaknya fico fachriza hasto   soomen   serba bisa matane sma kemala taruna bhayangkara ternyata ,ramai sudah rakyat diperas ppn untuk program makan siang gratis tendernya rusuh begini haluu bagaimana rakyat mau percayakan uang pajaknya fico fachriza hasto soomen serba bisa matane sama kemala taruna bhayangkara ternyata,"['ramai', 'rakyat', 'diperas', 'ppn', 'program', 'makan', 'siang', 'gratis', 'tendernya', 'rusuh', 'haluu', 'rakyat', 'percayakan', 'uang', 'pajaknya', 'fico', 'fachriza', 'hasto', 'soomen', 'serba', 'matane', 'kemala', 'taruna', 'bhayangkara']","['ramai', 'rakyat', 'diperas', 'ppn', 'program', 'makan', 'siang', 'gratis', 'tendernya', 'rusuh', 'haluu', 'rakyat', 'percayakan', 'uang', 'pajaknya', 'fico', 'fachriza', 'hasto', 'soomen', 'serba', 'matane', 'kemala', 'taruna', 'bhayangkara']",ramai rakyat peras ppn program makan siang gratis tender rusuh haluu rakyat percaya uang pajak fico fachriza hasto soomen serba matane kemala taruna bhayangkara,"['ramai', 'rakyat', 'peras', 'ppn', 'program', 'makan', 'siang', 'gratis', 'tender', 'rusuh', 'haluu', 'rakyat', 'percaya', 'uang', 'pajak', 'fico', 'fachriza', 'hasto', 'soomen', 'serba', 'matane', 'kemala', 'taruna', 'bhayangkara']",-2,0
854,1007,ppn  sah aja kalo  pendidikan dibenahi  harga kebutuhan pokok seimbang dengan penghasilan  mensejahterakan rakyat  koruptor dibunuh,ppn sah saja kalau pendidikan dibenahi harga kebutuhan pokok seimbang dengan penghasilan menyejahterakan rakyat koruptor dibunuh,"['ppn', 'sah', 'pendidikan', 'dibenahi', 'harga', 'kebutuhan', 'pokok', 'seimbang', 'penghasilan', 'menyejahterakan', 'rakyat', 'koruptor', 'dibunuh']","['ppn', 'sah', 'pendidikan', 'dibenahi', 'harga', 'kebutuhan', 'pokok', 'seimbang', 'penghasilan', 'menyejahterakan', 'rakyat', 'koruptor', 'dibunuh']",ppn sah didik benah harga butuh pokok imbang hasil sejahtera rakyat koruptor bunuh,"['ppn', 'sah', 'didik', 'benah', 'harga', 'butuh', 'pokok', 'imbang', 'hasil', 'sejahtera', 'rakyat', 'koruptor', 'bunuh']",-5,0
855,1008,wkwkwk ppn naik  ,wkwkwk ppn naik,"['wkwkwk', 'ppn']","['wkwkwk', 'ppn']",wkwkwk ppn,"['wkwkwk', 'ppn']",3,1
856,1010,kenaikan ppn  mau diberi insentif listrik pln januari februari token prabayar bisa nabung utk dipakai bln berikutnya  tagihan pascabayar mana bisa nabung alias dirasa tidak adil bantuan selama ini memangnya tepat sasaran adil ,kenaikan ppn mau diberi insentif listrik pln januari februari token prabayar bisa nabung untuk dipakai bulan berikutnya tagihan pascabayar mana bisa nabung alias dirasa tidak adil bantuan selama ini memangnya tepat sasaran adil,"['kenaikan', 'ppn', 'insentif', 'listrik', 'pln', 'januari', 'februari', 'token', 'prabayar', 'nabung', 'dipakai', 'tagihan', 'pascabayar', 'nabung', 'alias', 'dirasa', 'adil', 'bantuan', 'memangnya', 'sasaran', 'adil']","['kenaikan', 'ppn', 'insentif', 'listrik', 'pln', 'januari', 'februari', 'token', 'prabayar', 'nabung', 'dipakai', 'tagihan', 'pascabayar', 'nabung', 'alias', 'dirasa', 'adil', 'bantuan', 'memangnya', 'sasaran', 'adil']",naik ppn insentif listrik pln januari februari token prabayar nabung pakai tagih pascabayar nabung alias rasa adil bantu memang sasar adil,"['naik', 'ppn', 'insentif', 'listrik', 'pln', 'januari', 'februari', 'token', 'prabayar', 'nabung', 'pakai', 'tagih', 'pascabayar', 'nabung', 'alias', 'rasa', 'adil', 'bantu', 'memang', 'sasar', 'adil']",-1,0
857,1012,kabar gembira berarti mereka sendiri tau kalau ppn  ini emamg kebijakan yang jelek ,kabar gembira berarti mereka sendiri tahu kalau ppn ini emamg kebijakan yang jelek,"['kabar', 'gembira', 'ppn', 'emamg', 'kebijakan', 'jelek']","['kabar', 'gembira', 'ppn', 'emamg', 'kebijakan', 'jelek']",kabar gembira ppn emamg bijak jelek,"['kabar', 'gembira', 'ppn', 'emamg', 'bijak', 'jelek']",-5,0
858,1013,info kegiatan negatif,informasi kegiatan negatif,"['informasi', 'kegiatan', 'negatif']","['informasi', 'kegiatan', 'negatif']",informasi giat negatif,"['informasi', 'giat', 'negatif']",-1,0
859,1014,itu karena  ngakunya berjuang dari dalam mana buktinya halah pret ppn naik dari    parcok tembak sipil banjir  beberapa daerah akibat hujan deras berjuang dari dalem tapi  ada speak  samsek peler,itu karena ngakunya berjuang dari dalam mana buktinya halah pret ppn naik dari parcok tembak sipil banjir beberapa daerah akibat hujan deras berjuang dari dalam tapi ada speak samsek peler,"['ngakunya', 'berjuang', 'buktinya', 'halah', 'pret', 'ppn', 'parcok', 'tembak', 'sipil', 'banjir', 'daerah', 'akibat', 'hujan', 'deras', 'berjuang', 'speak', 'samsek', 'peler']","['ngakunya', 'berjuang', 'buktinya', 'halah', 'pret', 'ppn', 'parcok', 'tembak', 'sipil', 'banjir', 'daerah', 'akibat', 'hujan', 'deras', 'berjuang', 'speak', 'samsek', 'peler']",ngakunya juang bukti halah pret ppn parcok tembak sipil banjir daerah akibat hujan deras juang speak samsek peler,"['ngakunya', 'juang', 'bukti', 'halah', 'pret', 'ppn', 'parcok', 'tembak', 'sipil', 'banjir', 'daerah', 'akibat', 'hujan', 'deras', 'juang', 'speak', 'samsek', 'peler']",-17,0
860,1015, serius nanya tapi sejauh ini ada gak voters   kontra dan vokal  ppn  ini soalnya sejauh ini  kelihatan cuma  pro tapi narasi dan edukasinya misleading ,serius bertanya tapi sejauh ini ada tidak voters kontra dan vokal ppn ini soalnya sejauh ini kelihatan cuma pro tapi narasi dan edukasinya misleading,"['serius', 'voters', 'kontra', 'vokal', 'ppn', 'pro', 'narasi', 'edukasinya', 'misleading']","['serius', 'voters', 'kontra', 'vokal', 'ppn', 'pro', 'narasi', 'edukasinya', 'misleading']",serius voters kontra vokal ppn pro narasi edukasi misleading,"['serius', 'voters', 'kontra', 'vokal', 'ppn', 'pro', 'narasi', 'edukasi', 'misleading']",-9,0
861,1016, allah aku libur jumat  allah,allah aku libur jumat allah,"['allah', 'libur', 'jumat', 'allah']","['allah', 'libur', 'jumat', 'allah']",allah libur jumat allah,"['allah', 'libur', 'jumat', 'allah']",15,1
862,1017,point untuk terus disuarakan  tolak ppn  vonis  cuma  tahun  arah pemberantasan korupsi presiden  note hiburannya jkw  pdip sambil gelar karpet ngopi amp makan kacang akan sepanas apa mereka bukaa  soal apa siapakah tumbal status tersangka lagi ,point untuk terus disuarakan tolak ppn vonis cuma tahun arah pemberantasan korupsi presiden note hiburannya jkw pdip sambil gelar karpet ngopi amp makan kacang akan sepanas apa mereka bukaa soal apa siapakah tumbal status tersangka lagi,"['point', 'disuarakan', 'tolak', 'ppn', 'vonis', 'arah', 'pemberantasan', 'korupsi', 'presiden', 'note', 'hiburannya', 'jkw', 'pdip', 'gelar', 'karpet', 'ngopi', 'amp', 'makan', 'kacang', 'sepanas', 'bukaa', 'tumbal', 'status', 'tersangka']","['point', 'disuarakan', 'tolak', 'ppn', 'vonis', 'arah', 'pemberantasan', 'korupsi', 'presiden', 'note', 'hiburannya', 'jkw', 'pdip', 'gelar', 'karpet', 'ngopi', 'amp', 'makan', 'kacang', 'sepanas', 'bukaa', 'tumbal', 'status', 'tersangka']",point suara tolak ppn vonis arah berantas korupsi presiden note hibur jkw pdip gelar karpet ngopi amp makan kacang panas bukaa tumbal status sangka,"['point', 'suara', 'tolak', 'ppn', 'vonis', 'arah', 'berantas', 'korupsi', 'presiden', 'note', 'hibur', 'jkw', 'pdip', 'gelar', 'karpet', 'ngopi', 'amp', 'makan', 'kacang', 'panas', 'bukaa', 'tumbal', 'status', 'sangka']",-1,0
863,1019, apa cuma mulyono saja bagaimana dengan partai penguasa selama  tahun siapa yang mengusulkan ppn  naik siapa yang mengusulkan revisi kpk apa pdip begitu suci sehingga main cuci tangan,apa cuma mulyono saja bagaimana dengan partai penguasa selama tahun siapa yang mengusulkan ppn naik siapa yang mengusulkan revisi kpk apa pdip begitu suci sehingga main cuci tangan,"['mulyono', 'partai', 'penguasa', 'mengusulkan', 'ppn', 'mengusulkan', 'revisi', 'kpk', 'pdip', 'suci', 'main', 'cuci', 'tangan']","['mulyono', 'partai', 'penguasa', 'mengusulkan', 'ppn', 'mengusulkan', 'revisi', 'kpk', 'pdip', 'suci', 'main', 'cuci', 'tangan']",mulyono partai kuasa usul ppn usul revisi kpk pdip suci main cuci tangan,"['mulyono', 'partai', 'kuasa', 'usul', 'ppn', 'usul', 'revisi', 'kpk', 'pdip', 'suci', 'main', 'cuci', 'tangan']",5,1
864,1020,kalo  kena ppn  disebut kabar gembira berarti ppn  emang keputusan goblok ,kalau kena ppn disebut kabar gembira berarti ppn memang keputusan goblok,"['kena', 'ppn', 'kabar', 'gembira', 'ppn', 'keputusan', 'goblok']","['kena', 'ppn', 'kabar', 'gembira', 'ppn', 'keputusan', 'goblok']",kena ppn kabar gembira ppn putus goblok,"['kena', 'ppn', 'kabar', 'gembira', 'ppn', 'putus', 'goblok']",-9,0
865,1022, akun berkedok oposisi tapi tidak  menghargai kebebasan berilmiah drpd bahas ttg itu mending bahas ppn   reformasi polri dll  itu bnr  opressor ,akun berkedok oposisi tapi tidak menghargai kebebasan berilmiah daripada bahas tentang itu mending bahas ppn reformasi polri dan lain lain itu benar opressor,"['akun', 'berkedok', 'oposisi', 'menghargai', 'kebebasan', 'berilmiah', 'bahas', 'mending', 'bahas', 'ppn', 'reformasi', 'polri', 'opressor']","['akun', 'berkedok', 'oposisi', 'menghargai', 'kebebasan', 'berilmiah', 'bahas', 'mending', 'bahas', 'ppn', 'reformasi', 'polri', 'opressor']",akun kedok oposisi harga bebas ilmiah bahas mending bahas ppn reformasi polri opressor,"['akun', 'kedok', 'oposisi', 'harga', 'bebas', 'ilmiah', 'bahas', 'mending', 'bahas', 'ppn', 'reformasi', 'polri', 'opressor']",-1,0
866,1023,mulyono ppn  harus dilaksanakan karena amanat undang public enemy ,mulyono ppn harus dilaksanakan karena amanat undang public enemy,"['mulyono', 'ppn', 'dilaksanakan', 'amanat', 'undang', 'public', 'enemy']","['mulyono', 'ppn', 'dilaksanakan', 'amanat', 'undang', 'public', 'enemy']",mulyono ppn laksana amanat undang public enemy,"['mulyono', 'ppn', 'laksana', 'amanat', 'undang', 'public', 'enemy']",2,1
867,1024, bajer julhas rangkap jobdes jadi bajer kiki ,bajer julhas rangkap jobdes jadi bajer kiki,"['bajer', 'julhas', 'rangkap', 'jobdes', 'bajer', 'kiki']","['bajer', 'julhas', 'rangkap', 'jobdes', 'bajer', 'kiki']",bajer julhas rangkap jobdes bajer kiki,"['bajer', 'julhas', 'rangkap', 'jobdes', 'bajer', 'kiki']",-1,0
868,1025,yaudah kalau   asia yaudah dah gini amat hidup  negara ppn  wapres  word dan diasingkan dari asia tour ateez,yaudah kalau asia yaudah sudah begini amat hidup negara ppn wapres word dan diasingkan dari asia tour ateez,"['yaudah', 'asia', 'yaudah', 'hidup', 'negara', 'ppn', 'wapres', 'word', 'diasingkan', 'asia', 'tour', 'ateez']","['yaudah', 'asia', 'yaudah', 'hidup', 'negara', 'ppn', 'wapres', 'word', 'diasingkan', 'asia', 'tour', 'ateez']",yaudah asia yaudah hidup negara ppn wapres word asing asia tour ateez,"['yaudah', 'asia', 'yaudah', 'hidup', 'negara', 'ppn', 'wapres', 'word', 'asing', 'asia', 'tour', 'ateez']",-8,0
869,1026,dapur coklat tebet barat belum kena ppn  ,dapur coklat tebet barat belum kena ppn,"['dapur', 'coklat', 'tebet', 'barat', 'kena', 'ppn']","['dapur', 'coklat', 'tebet', 'barat', 'kena', 'ppn']",dapur coklat tebet barat kena ppn,"['dapur', 'coklat', 'tebet', 'barat', 'kena', 'ppn']",-3,0
870,1027, padahal mahasiswa itu juga sedang memperjuangkan kepentingan  coklat dan keluarganya juga atas kenaiakn ppn  atau mungkin keluarga  coklat gak keberatan kali  atas naiknya ppn  itu ,padahal mahasiswa itu juga sedang memperjuangkan kepentingan coklat dan keluarganya juga atas kenaiakn ppn atau mungkin keluarga coklat tidak keberatan kali atas naiknya ppn itu,"['mahasiswa', 'memperjuangkan', 'kepentingan', 'coklat', 'keluarganya', 'kenaiakn', 'ppn', 'keluarga', 'coklat', 'keberatan', 'kali', 'naiknya', 'ppn']","['mahasiswa', 'memperjuangkan', 'kepentingan', 'coklat', 'keluarganya', 'kenaiakn', 'ppn', 'keluarga', 'coklat', 'keberatan', 'kali', 'naiknya', 'ppn']",mahasiswa juang penting coklat keluarga kenaiakn ppn keluarga coklat berat kali naik ppn,"['mahasiswa', 'juang', 'penting', 'coklat', 'keluarga', 'kenaiakn', 'ppn', 'keluarga', 'coklat', 'berat', 'kali', 'naik', 'ppn']",2,1
871,1028, info supplier dengan ppn  harga barang naik  pada kemana  buzzers laknat dman petugas pajak yang bilang harga naik cuma  ,informasi supplier dengan ppn harga barang naik pada kemana buzzers laknat dman petugas pajak yang bilang harga naik cuma,"['informasi', 'supplier', 'ppn', 'harga', 'barang', 'kemana', 'buzzers', 'laknat', 'dman', 'petugas', 'pajak', 'bilang', 'harga']","['informasi', 'supplier', 'ppn', 'harga', 'barang', 'kemana', 'buzzers', 'laknat', 'dman', 'petugas', 'pajak', 'bilang', 'harga']",informasi supplier ppn harga barang mana buzzers laknat dman tugas pajak bilang harga,"['informasi', 'supplier', 'ppn', 'harga', 'barang', 'mana', 'buzzers', 'laknat', 'dman', 'tugas', 'pajak', 'bilang', 'harga']",-4,0
